GISJOIN,COUNTY,COUNTYA,TRACTA,BLKGRPA,NAME_E,AHZAE001,AHZAE002,AHZAE003,AHZAE004,AHZAE005,AHZAE006,AHZAE007,AHZAE008,AHZAE009,AHZAE010,AHZAE011,AHZAE012,AHZAE013,AHZAE014,AHZAE015,AHZAE016,AHZAE017,AHZAE018,AHZAE019,AHZAE020,AHZAE021,AH1PE001
GIS Join Match Code,County Name,County Code,Census Tract Code,Block Group Code,Estimates: Area Name,Estimates: Total,Estimates: Not Hispanic or Latino,Estimates: Not Hispanic or Latino: White alone,Estimates: Not Hispanic or Latino: Black or African American alone,Estimates: Not Hispanic or Latino: American Indian and Alaska Native alone,Estimates: Not Hispanic or Latino: Asian alone,Estimates: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Estimates: Not Hispanic or Latino: Some other race alone,Estimates: Not Hispanic or Latino: Two or more races,Estimates: Not Hispanic or Latino: Two or more races: Two races including Some other race,"Estimates: Not Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Estimates: Hispanic or Latino,Estimates: Hispanic or Latino: White alone,Estimates: Hispanic or Latino: Black or African American alone,Estimates: Hispanic or Latino: American Indian and Alaska Native alone,Estimates: Hispanic or Latino: Asian alone,Estimates: Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Estimates: Hispanic or Latino: Some other race alone,Estimates: Hispanic or Latino: Two or more races,Estimates: Hispanic or Latino: Two or more races: Two races including Some other race,"Estimates: Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Estimates: Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
G06007300207051,San Diego County,73,20705,1,"Block Group 1, Census Tract 207.05, San Diego County, California",1267,676,399,10,0,250,0,0,17,0,17,591,484,0,0,0,0,33,74,66,8,
G06007300207052,San Diego County,73,20705,2,"Block Group 2, Census Tract 207.05, San Diego County, California",1146,517,380,0,0,110,0,0,27,8,19,629,552,0,0,0,0,41,36,36,0,51953
G06007300207053,San Diego County,73,20705,3,"Block Group 3, Census Tract 207.05, San Diego County, California",2471,1752,1651,21,0,28,21,0,31,0,31,719,623,5,0,15,0,71,5,0,5,105729
G06007300207061,San Diego County,73,20706,1,"Block Group 1, Census Tract 207.06, San Diego County, California",3094,2516,2301,10,0,136,0,0,69,0,69,578,432,0,0,0,0,146,0,0,0,129500
G06007300207062,San Diego County,73,20706,2,"Block Group 2, Census Tract 207.06, San Diego County, California",1735,1096,948,0,0,0,0,0,148,0,148,639,639,0,0,0,0,0,0,0,0,97315
G06007300207063,San Diego County,73,20706,3,"Block Group 3, Census Tract 207.06, San Diego County, California",1600,1479,1319,0,0,105,0,0,55,0,55,121,121,0,0,0,0,0,0,0,0,114091
G06007300207071,San Diego County,73,20707,1,"Block Group 1, Census Tract 207.07, San Diego County, California",3034,1128,918,48,0,79,0,11,72,0,72,1906,1528,0,0,0,0,298,80,46,34,48750
G06007300207072,San Diego County,73,20707,2,"Block Group 2, Census Tract 207.07, San Diego County, California",1905,1101,699,69,11,58,0,0,264,0,264,804,656,0,10,20,0,57,61,61,0,60490
G06007300207081,San Diego County,73,20708,1,"Block Group 1, Census Tract 207.08, San Diego County, California",1719,1546,1039,134,0,143,22,0,208,0,208,173,157,0,0,0,0,6,10,0,10,89907
G06007300207082,San Diego County,73,20708,2,"Block Group 2, Census Tract 207.08, San Diego County, California",2050,1121,865,50,0,0,0,0,206,0,206,929,703,0,0,0,0,226,0,0,0,95066
G06007300207091,San Diego County,73,20709,1,"Block Group 1, Census Tract 207.09, San Diego County, California",3265,2439,1909,41,0,385,0,0,104,0,104,826,489,0,0,0,0,272,65,0,65,117500
G06007300207092,San Diego County,73,20709,2,"Block Group 2, Census Tract 207.09, San Diego County, California",1505,1080,822,2,16,185,0,0,55,0,55,425,58,0,41,0,0,326,0,0,0,52384
G06007300207093,San Diego County,73,20709,3,"Block Group 3, Census Tract 207.09, San Diego County, California",1858,1538,1018,0,0,300,0,0,220,0,220,320,285,0,0,0,0,17,18,0,18,106066
G06007300207094,San Diego County,73,20709,4,"Block Group 4, Census Tract 207.09, San Diego County, California",1220,650,542,43,0,65,0,0,0,0,0,570,510,0,0,0,0,60,0,0,0,82344
G06007300207101,San Diego County,73,20710,1,"Block Group 1, Census Tract 207.10, San Diego County, California",1600,1375,1126,31,0,164,0,0,54,0,54,225,158,0,47,0,0,15,5,5,0,121250
G06007300208011,San Diego County,73,20801,1,"Block Group 1, Census Tract 208.01, San Diego County, California",1191,715,596,1,0,98,0,0,20,0,20,476,299,0,0,0,0,177,0,0,0,87692
G06007300208012,San Diego County,73,20801,2,"Block Group 2, Census Tract 208.01, San Diego County, California",1848,1705,1539,44,0,44,0,0,78,0,78,143,111,0,0,0,0,32,0,0,0,152571
G06007300208013,San Diego County,73,20801,3,"Block Group 3, Census Tract 208.01, San Diego County, California",2294,1825,1760,25,0,14,0,0,26,19,7,469,14,0,0,11,0,336,108,108,0,85682
G06007300208051,San Diego County,73,20805,1,"Block Group 1, Census Tract 208.05, San Diego County, California",1615,723,697,15,0,0,0,0,11,0,11,892,824,0,0,0,0,68,0,0,0,60083
G06007300208052,San Diego County,73,20805,2,"Block Group 2, Census Tract 208.05, San Diego County, California",2009,1496,1075,292,0,66,0,0,63,0,63,513,163,0,0,6,0,336,8,2,6,64865
G06007300208061,San Diego County,73,20806,1,"Block Group 1, Census Tract 208.06, San Diego County, California",1615,1028,960,0,27,0,0,0,41,0,41,587,454,0,0,0,0,133,0,0,0,57500
G06007300208062,San Diego County,73,20806,2,"Block Group 2, Census Tract 208.06, San Diego County, California",2945,1573,1517,12,6,6,0,0,32,0,32,1372,730,0,21,0,0,539,82,82,0,52868
G06007300208063,San Diego County,73,20806,3,"Block Group 3, Census Tract 208.06, San Diego County, California",1431,1324,1225,10,0,13,0,23,53,0,53,107,98,0,0,0,0,0,9,9,0,60800
G06007300208071,San Diego County,73,20807,1,"Block Group 1, Census Tract 208.07, San Diego County, California",2771,2243,2104,22,26,57,0,0,34,0,34,528,505,0,0,0,0,23,0,0,0,91042
G06007300208091,San Diego County,73,20809,1,"Block Group 1, Census Tract 208.09, San Diego County, California",2120,1626,1302,6,0,226,0,0,92,0,92,494,237,23,0,0,0,183,51,51,0,67571
G06007300208092,San Diego County,73,20809,2,"Block Group 2, Census Tract 208.09, San Diego County, California",3791,2316,2147,30,0,4,0,0,135,0,135,1475,1081,0,0,0,0,131,263,0,263,91406
G06007300208093,San Diego County,73,20809,3,"Block Group 3, Census Tract 208.09, San Diego County, California",2427,1480,1073,0,0,55,38,0,314,0,314,947,513,0,0,0,0,214,220,0,220,82738
G06007300208101,San Diego County,73,20810,1,"Block Group 1, Census Tract 208.10, San Diego County, California",1040,924,850,28,0,24,0,0,22,0,22,116,104,0,0,0,0,12,0,0,0,118424
G06007300208102,San Diego County,73,20810,2,"Block Group 2, Census Tract 208.10, San Diego County, California",660,523,515,0,0,8,0,0,0,0,0,137,128,0,0,0,0,9,0,0,0,102500
G06007300208103,San Diego County,73,20810,3,"Block Group 3, Census Tract 208.10, San Diego County, California",3561,3110,2982,33,8,0,0,7,80,0,80,451,398,0,0,0,0,40,13,13,0,104615
G06007300208111,San Diego County,73,20811,1,"Block Group 1, Census Tract 208.11, San Diego County, California",1939,1620,1429,0,47,69,0,0,75,0,75,319,237,0,0,0,0,8,74,74,0,114875
G06007300208112,San Diego County,73,20811,2,"Block Group 2, Census Tract 208.11, San Diego County, California",2064,1970,1797,55,0,33,0,0,85,0,85,94,57,0,0,0,0,37,0,0,0,102353
G06007300208113,San Diego County,73,20811,3,"Block Group 3, Census Tract 208.11, San Diego County, California",2121,1783,1707,12,0,51,0,0,13,0,13,338,211,0,0,0,0,52,75,70,5,98750
G06007300209021,San Diego County,73,20902,1,"Block Group 1, Census Tract 209.02, San Diego County, California",257,193,183,2,6,2,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,66750
G06007300209022,San Diego County,73,20902,2,"Block Group 2, Census Tract 209.02, San Diego County, California",1957,1779,1710,11,14,24,0,0,20,0,20,178,108,14,0,0,0,56,0,0,0,102644
G06007300209031,San Diego County,73,20903,1,"Block Group 1, Census Tract 209.03, San Diego County, California",334,268,251,0,10,7,0,0,0,0,0,66,10,0,0,0,0,42,14,14,0,
G06007300209032,San Diego County,73,20903,2,"Block Group 2, Census Tract 209.03, San Diego County, California",242,212,67,0,85,57,0,0,3,0,3,30,2,0,8,0,0,3,17,13,4,37813
G06007300209033,San Diego County,73,20903,3,"Block Group 3, Census Tract 209.03, San Diego County, California",2431,2135,1576,37,435,42,0,0,45,0,45,296,197,0,17,0,0,57,25,25,0,35114
G06007300209041,San Diego County,73,20904,1,"Block Group 1, Census Tract 209.04, San Diego County, California",886,757,675,3,67,9,0,0,3,0,3,129,3,0,0,0,0,91,35,22,13,50932
G06007300209042,San Diego County,73,20904,2,"Block Group 2, Census Tract 209.04, San Diego County, California",650,609,572,0,0,10,0,0,27,0,27,41,41,0,0,0,0,0,0,0,0,61250
G06007300209043,San Diego County,73,20904,3,"Block Group 3, Census Tract 209.04, San Diego County, California",373,262,261,0,0,0,0,0,1,0,1,111,24,0,0,0,0,87,0,0,0,62083
G06007300210001,San Diego County,73,21000,1,"Block Group 1, Census Tract 210, San Diego County, California",591,499,396,47,0,0,0,0,56,0,56,92,33,0,0,0,0,59,0,0,0,43648
G06007300210002,San Diego County,73,21000,2,"Block Group 2, Census Tract 210, San Diego County, California",398,298,281,0,0,0,0,0,17,0,17,100,21,0,0,0,0,1,78,78,0,82868
G06007300210003,San Diego County,73,21000,3,"Block Group 3, Census Tract 210, San Diego County, California",769,652,652,0,0,0,0,0,0,0,0,117,117,0,0,0,0,0,0,0,0,30976
G06007300210004,San Diego County,73,21000,4,"Block Group 4, Census Tract 210, San Diego County, California",935,824,658,122,0,0,0,0,44,0,44,111,110,0,0,0,0,1,0,0,0,51058
G06007300211001,San Diego County,73,21100,1,"Block Group 1, Census Tract 211, San Diego County, California",1647,472,472,0,0,0,0,0,0,0,0,1175,1068,20,0,0,0,87,0,0,0,
G06007300211002,San Diego County,73,21100,2,"Block Group 2, Census Tract 211, San Diego County, California",1700,1471,1128,108,197,3,0,0,35,0,35,229,199,2,15,0,0,6,7,0,7,33298
G06007300211003,San Diego County,73,21100,3,"Block Group 3, Census Tract 211, San Diego County, California",3707,2348,2014,59,152,35,0,0,88,2,86,1359,1201,0,0,0,0,40,118,24,94,54444
G06007300211004,San Diego County,73,21100,4,"Block Group 4, Census Tract 211, San Diego County, California",380,265,177,0,26,62,0,0,0,0,0,115,115,0,0,0,0,0,0,0,0,25955
G06007300212021,San Diego County,73,21202,1,"Block Group 1, Census Tract 212.02, San Diego County, California",2209,1748,1456,4,222,3,0,0,63,10,53,461,204,5,157,0,0,24,71,58,13,85921
G06007300212022,San Diego County,73,21202,2,"Block Group 2, Census Tract 212.02, San Diego County, California",1361,858,779,68,0,6,0,0,5,0,5,503,481,0,9,0,0,6,7,0,7,76200
G06007300212041,San Diego County,73,21204,1,"Block Group 1, Census Tract 212.04, San Diego County, California",2471,2340,2214,33,0,22,0,0,71,0,71,131,115,0,16,0,0,0,0,0,0,99722
G06007300212042,San Diego County,73,21204,2,"Block Group 2, Census Tract 212.04, San Diego County, California",2406,2146,2067,0,0,79,0,0,0,0,0,260,215,0,0,0,0,0,45,34,11,130179
G06007300212043,San Diego County,73,21204,3,"Block Group 3, Census Tract 212.04, San Diego County, California",783,717,622,14,0,81,0,0,0,0,0,66,54,0,0,0,0,0,12,12,0,
G06007300212051,San Diego County,73,21205,1,"Block Group 1, Census Tract 212.05, San Diego County, California",2570,2327,2282,0,0,0,0,0,45,0,45,243,194,0,0,0,0,0,49,9,40,96401
G06007300212052,San Diego County,73,21205,2,"Block Group 2, Census Tract 212.05, San Diego County, California",1636,1310,1271,24,0,12,0,0,3,0,3,326,278,0,34,0,0,14,0,0,0,48393
G06007300212053,San Diego County,73,21205,3,"Block Group 3, Census Tract 212.05, San Diego County, California",2867,2267,1931,101,25,86,0,0,124,0,124,600,495,3,0,0,0,41,61,34,27,44519
G06007300212061,San Diego County,73,21206,1,"Block Group 1, Census Tract 212.06, San Diego County, California",3065,2921,2536,0,50,28,16,160,131,0,131,144,92,0,0,0,0,25,27,26,1,104375
G06007300213021,San Diego County,73,21302,1,"Block Group 1, Census Tract 213.02, San Diego County, California",5239,3018,1824,880,44,107,157,0,6,0,6,2221,1957,11,0,0,0,238,15,15,0,79722
G06007300213022,San Diego County,73,21302,2,"Block Group 2, Census Tract 213.02, San Diego County, California",2499,1631,1535,66,0,30,0,0,0,0,0,868,732,0,11,0,0,100,25,25,0,70536
G06007300213031,San Diego County,73,21303,1,"Block Group 1, Census Tract 213.03, San Diego County, California",2294,1850,1384,5,0,100,0,333,28,0,28,444,415,0,0,0,0,10,19,10,9,97000
G06007300213032,San Diego County,73,21303,2,"Block Group 2, Census Tract 213.03, San Diego County, California",6434,4189,2411,210,0,1467,0,0,101,0,101,2245,1683,123,0,108,0,211,120,0,120,156446
G06007300213033,San Diego County,73,21303,3,"Block Group 3, Census Tract 213.03, San Diego County, California",769,565,565,0,0,0,0,0,0,0,0,204,204,0,0,0,0,0,0,0,0,94559
G06007300213041,San Diego County,73,21304,1,"Block Group 1, Census Tract 213.04, San Diego County, California",1324,1094,996,28,0,62,0,0,8,0,8,230,202,0,0,0,0,0,28,0,28,115536
G06007300213042,San Diego County,73,21304,2,"Block Group 2, Census Tract 213.04, San Diego County, California",1184,944,785,14,80,24,6,0,35,0,35,240,208,0,6,6,0,7,13,0,13,117202
G06007300214001,San Diego County,73,21400,1,"Block Group 1, Census Tract 214, San Diego County, California",3954,3596,2550,201,19,466,153,0,207,0,207,358,205,0,53,0,0,63,37,37,0,89050
G06007300214002,San Diego County,73,21400,2,"Block Group 2, Census Tract 214, San Diego County, California",1713,1341,1213,0,0,56,0,0,72,0,72,372,221,0,0,0,0,151,0,0,0,57083
G06007300214003,San Diego County,73,21400,3,"Block Group 3, Census Tract 214, San Diego County, California",1265,1093,968,35,0,72,0,0,18,0,18,172,172,0,0,0,0,0,0,0,0,52279
G06007300215001,San Diego County,73,21500,1,"Block Group 1, Census Tract 215, San Diego County, California",5355,4340,2846,36,0,1436,0,0,22,0,22,1015,828,0,0,0,0,38,149,80,69,158750
G06007300215002,San Diego County,73,21500,2,"Block Group 2, Census Tract 215, San Diego County, California",3457,3408,2062,0,13,1272,0,0,61,0,61,49,23,0,0,26,0,0,0,0,0,225197
G06007300215003,San Diego County,73,21500,3,"Block Group 3, Census Tract 215, San Diego County, California",512,431,201,55,0,109,0,0,66,0,66,81,63,18,0,0,0,0,0,0,0,250001
G06007300216001,San Diego County,73,21600,1,"Block Group 1, Census Tract 216, San Diego County, California",2327,1742,1414,133,2,96,11,7,79,0,79,585,465,0,0,7,0,100,13,0,13,64097
G06007300216002,San Diego County,73,21600,2,"Block Group 2, Census Tract 216, San Diego County, California",978,842,800,0,0,26,0,0,16,0,16,136,136,0,0,0,0,0,0,0,0,86179
G06007300218001,San Diego County,73,21800,1,"Block Group 1, Census Tract 218, San Diego County, California",1137,1113,1052,11,0,32,9,0,9,9,0,24,24,0,0,0,0,0,0,0,0,108125
G06007300218002,San Diego County,73,21800,2,"Block Group 2, Census Tract 218, San Diego County, California",1193,1065,1022,0,0,9,0,0,34,0,34,128,128,0,0,0,0,0,0,0,0,157891
G06007300219001,San Diego County,73,21900,1,"Block Group 1, Census Tract 219, San Diego County, California",4677,3272,1730,837,77,562,41,0,25,7,18,1405,942,82,0,0,0,347,34,20,14,30000
G06007300219002,San Diego County,73,21900,2,"Block Group 2, Census Tract 219, San Diego County, California",1007,195,48,37,0,101,0,0,9,0,9,812,599,0,25,0,0,188,0,0,0,55243
G06007300220001,San Diego County,73,22000,1,"Block Group 1, Census Tract 220, San Diego County, California",1776,1081,150,73,0,806,0,0,52,34,18,695,499,7,9,0,0,133,47,47,0,52554
G06007300220002,San Diego County,73,22000,2,"Block Group 2, Census Tract 220, San Diego County, California",2888,1077,174,85,0,774,7,0,37,0,37,1811,1463,0,0,0,0,341,7,7,0,38462
G06007300221001,San Diego County,73,22100,1,"Block Group 1, Census Tract 221, San Diego County, California",2595,2302,2079,0,34,39,0,0,150,0,150,293,238,0,0,0,0,55,0,0,0,99211
G06007300221002,San Diego County,73,22100,2,"Block Group 2, Census Tract 221, San Diego County, California",3560,2133,1722,87,0,115,0,123,86,0,86,1427,1180,0,0,0,0,247,0,0,0,95888
G06007300221003,San Diego County,73,22100,3,"Block Group 3, Census Tract 221, San Diego County, California",3575,3172,2541,0,0,536,0,36,59,0,59,403,290,0,0,0,0,0,113,0,113,131090
G06007309901000,San Diego County,73,990100,0,"Block Group 0, Census Tract 9901, San Diego County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G06007500101001,San Francisco County,75,10100,1,"Block Group 1, Census Tract 101, San Francisco County, California",1123,1095,527,22,0,516,0,0,30,0,30,28,11,0,0,0,0,17,0,0,0,86417
G06007500101002,San Francisco County,75,10100,2,"Block Group 2, Census Tract 101, San Francisco County, California",2844,2594,1334,113,0,1033,0,5,109,52,57,250,83,0,0,0,0,167,0,0,0,80043
G06007500102001,San Francisco County,75,10200,1,"Block Group 1, Census Tract 102, San Francisco County, California",1522,1432,1138,1,0,279,0,0,14,0,14,90,33,0,0,0,0,57,0,0,0,105600
G06007500102002,San Francisco County,75,10200,2,"Block Group 2, Census Tract 102, San Francisco County, California",1853,1809,1631,33,0,94,0,0,51,0,51,44,35,0,0,0,9,0,0,0,0,126971
G06007500102003,San Francisco County,75,10200,3,"Block Group 3, Census Tract 102, San Francisco County, California",988,988,840,0,0,115,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,148048
G06007500103001,San Francisco County,75,10300,1,"Block Group 1, Census Tract 103, San Francisco County, California",2019,1788,1035,0,0,700,0,0,53,0,53,231,111,0,0,0,0,120,0,0,0,106923
G06007500103002,San Francisco County,75,10300,2,"Block Group 2, Census Tract 103, San Francisco County, California",1087,946,524,0,0,407,0,0,15,0,15,141,141,0,0,0,0,0,0,0,0,98083
G06007500103003,San Francisco County,75,10300,3,"Block Group 3, Census Tract 103, San Francisco County, California",1271,1238,864,0,0,338,0,0,36,0,36,33,33,0,0,0,0,0,0,0,0,146161
G06007500104001,San Francisco County,75,10400,1,"Block Group 1, Census Tract 104, San Francisco County, California",315,297,109,0,4,184,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,
G06007500104002,San Francisco County,75,10400,2,"Block Group 2, Census Tract 104, San Francisco County, California",1833,1677,996,1,0,570,0,0,110,0,110,156,109,0,0,17,0,0,30,0,30,105189
G06007500104003,San Francisco County,75,10400,3,"Block Group 3, Census Tract 104, San Francisco County, California",1713,1503,929,0,0,419,0,0,155,0,155,210,63,0,0,0,0,71,76,76,0,130139
G06007500104004,San Francisco County,75,10400,4,"Block Group 4, Census Tract 104, San Francisco County, California",784,623,457,0,0,130,0,0,36,36,0,161,91,0,0,0,0,0,70,70,0,104400
G06007500105001,San Francisco County,75,10500,1,"Block Group 1, Census Tract 105, San Francisco County, California",885,713,339,99,0,136,0,0,139,0,139,172,145,0,0,0,0,0,27,27,0,
G06007500105002,San Francisco County,75,10500,2,"Block Group 2, Census Tract 105, San Francisco County, California",1806,1691,935,144,0,523,0,0,89,5,84,115,68,0,0,0,0,47,0,0,0,109688
G06007500106001,San Francisco County,75,10600,1,"Block Group 1, Census Tract 106, San Francisco County, California",1101,1054,500,0,0,535,0,0,19,0,19,47,12,0,0,0,0,23,12,12,0,87014
G06007500106002,San Francisco County,75,10600,2,"Block Group 2, Census Tract 106, San Francisco County, California",1078,1021,308,8,0,682,0,0,23,0,23,57,51,6,0,0,0,0,0,0,0,24861
G06007500106003,San Francisco County,75,10600,3,"Block Group 3, Census Tract 106, San Francisco County, California",1326,1300,313,43,0,944,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,27679
G06007500107001,San Francisco County,75,10700,1,"Block Group 1, Census Tract 107, San Francisco County, California",1060,1013,437,0,0,558,0,18,0,0,0,47,47,0,0,0,0,0,0,0,0,119926
G06007500107002,San Francisco County,75,10700,2,"Block Group 2, Census Tract 107, San Francisco County, California",1246,1217,329,0,19,853,0,0,16,0,16,29,0,0,0,0,0,29,0,0,0,
G06007500107003,San Francisco County,75,10700,3,"Block Group 3, Census Tract 107, San Francisco County, California",1977,1769,198,0,4,1567,0,0,0,0,0,208,74,0,0,0,0,134,0,0,0,25758
G06007500107004,San Francisco County,75,10700,4,"Block Group 4, Census Tract 107, San Francisco County, California",1219,1219,33,0,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18141
G06007500108001,San Francisco County,75,10800,1,"Block Group 1, Census Tract 108, San Francisco County, California",1275,1199,525,0,0,636,0,0,38,0,38,76,62,0,0,0,0,14,0,0,0,89904
G06007500108002,San Francisco County,75,10800,2,"Block Group 2, Census Tract 108, San Francisco County, California",1491,1422,599,0,0,737,0,0,86,0,86,69,54,0,0,15,0,0,0,0,0,84383
G06007500108003,San Francisco County,75,10800,3,"Block Group 3, Census Tract 108, San Francisco County, California",2161,1764,1268,0,0,439,0,0,57,0,57,397,236,0,0,0,0,143,18,18,0,103381
G06007500109001,San Francisco County,75,10900,1,"Block Group 1, Census Tract 109, San Francisco County, California",770,747,637,0,0,65,0,0,45,0,45,23,0,0,0,0,0,23,0,0,0,120652
G06007500109002,San Francisco County,75,10900,2,"Block Group 2, Census Tract 109, San Francisco County, California",2036,2001,1349,21,0,631,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,154453
G06007500109003,San Francisco County,75,10900,3,"Block Group 3, Census Tract 109, San Francisco County, California",1713,1713,1145,48,0,439,0,20,61,0,61,0,0,0,0,0,0,0,0,0,0,108419
G06007500110001,San Francisco County,75,11000,1,"Block Group 1, Census Tract 110, San Francisco County, California",729,700,439,27,0,234,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,145213
G06007500110002,San Francisco County,75,11000,2,"Block Group 2, Census Tract 110, San Francisco County, California",2316,2162,1190,16,0,938,0,0,18,0,18,154,91,0,0,0,0,63,0,0,0,143750
G06007500110003,San Francisco County,75,11000,3,"Block Group 3, Census Tract 110, San Francisco County, California",1944,1844,890,45,0,894,0,0,15,15,0,100,48,0,0,0,0,52,0,0,0,119167
G06007500111001,San Francisco County,75,11100,1,"Block Group 1, Census Tract 111, San Francisco County, California",1709,1626,1116,25,0,438,0,12,35,0,35,83,31,0,0,0,0,32,20,20,0,104500
G06007500111002,San Francisco County,75,11100,2,"Block Group 2, Census Tract 111, San Francisco County, California",1961,1849,1213,156,0,407,0,11,62,0,62,112,93,0,0,0,0,19,0,0,0,110875
G06007500111003,San Francisco County,75,11100,3,"Block Group 3, Census Tract 111, San Francisco County, California",1174,1059,772,78,0,209,0,0,0,0,0,115,66,0,0,0,0,24,25,0,25,
G06007500112001,San Francisco County,75,11200,1,"Block Group 1, Census Tract 112, San Francisco County, California",1488,1410,697,35,0,634,0,0,44,0,44,78,63,0,0,0,0,15,0,0,0,85278
G06007500112002,San Francisco County,75,11200,2,"Block Group 2, Census Tract 112, San Francisco County, California",1333,1291,905,93,0,244,0,0,49,0,49,42,30,0,0,12,0,0,0,0,0,142656
G06007500112003,San Francisco County,75,11200,3,"Block Group 3, Census Tract 112, San Francisco County, California",557,514,296,2,0,215,0,0,1,0,1,43,28,0,5,0,0,10,0,0,0,97375
G06007500113001,San Francisco County,75,11300,1,"Block Group 1, Census Tract 113, San Francisco County, California",1465,1465,273,0,0,1185,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,39250
G06007500113002,San Francisco County,75,11300,2,"Block Group 2, Census Tract 113, San Francisco County, California",1442,1398,328,68,0,954,0,0,48,0,48,44,9,0,19,8,0,8,0,0,0,23106
G06007500117001,San Francisco County,75,11700,1,"Block Group 1, Census Tract 117, San Francisco County, California",841,723,253,0,0,430,0,31,9,0,9,118,36,0,0,0,0,67,15,15,0,49250
G06007500117002,San Francisco County,75,11700,2,"Block Group 2, Census Tract 117, San Francisco County, California",863,720,242,73,0,379,0,0,26,0,26,143,70,0,0,10,0,53,10,10,0,56397
G06007500118001,San Francisco County,75,11800,1,"Block Group 1, Census Tract 118, San Francisco County, California",1558,1520,160,1,2,1351,0,0,6,0,6,38,23,0,8,7,0,0,0,0,0,23512
G06007500119011,San Francisco County,75,11901,1,"Block Group 1, Census Tract 119.01, San Francisco County, California",1104,1037,647,33,0,330,0,0,27,18,9,67,34,0,0,0,0,33,0,0,0,71250
G06007500119012,San Francisco County,75,11901,2,"Block Group 2, Census Tract 119.01, San Francisco County, California",1509,1266,695,6,0,478,0,30,57,0,57,243,122,0,34,9,0,74,4,4,0,72204
G06007500119021,San Francisco County,75,11902,1,"Block Group 1, Census Tract 119.02, San Francisco County, California",2163,1846,1069,37,0,642,0,0,98,11,87,317,115,0,0,0,0,192,10,10,0,84432
G06007500119022,San Francisco County,75,11902,2,"Block Group 2, Census Tract 119.02, San Francisco County, California",662,617,308,38,0,235,17,0,19,0,19,45,45,0,0,0,0,0,0,0,0,90385
G06007500120001,San Francisco County,75,12000,1,"Block Group 1, Census Tract 120, San Francisco County, California",1654,1526,932,27,0,479,0,0,88,0,88,128,17,0,66,0,0,27,18,18,0,38025
G06007500120002,San Francisco County,75,12000,2,"Block Group 2, Census Tract 120, San Francisco County, California",2297,1987,677,162,6,970,0,16,156,23,133,310,104,0,0,0,0,183,23,0,23,41569
G06007500121001,San Francisco County,75,12100,1,"Block Group 1, Census Tract 121, San Francisco County, California",2548,2194,1234,76,0,805,0,0,79,0,79,354,262,0,13,0,0,50,29,24,5,70703
G06007500121002,San Francisco County,75,12100,2,"Block Group 2, Census Tract 121, San Francisco County, California",1514,1048,655,51,0,281,0,5,56,0,56,466,294,6,0,0,0,104,62,35,27,79265
G06007500122011,San Francisco County,75,12201,1,"Block Group 1, Census Tract 122.01, San Francisco County, California",2809,2167,1129,198,0,621,0,20,199,0,199,642,74,0,0,15,0,492,61,61,0,65384
G06007500122012,San Francisco County,75,12201,2,"Block Group 2, Census Tract 122.01, San Francisco County, California",1901,1134,568,161,0,356,0,0,49,0,49,767,248,0,0,0,0,399,120,95,25,39022
G06007500122021,San Francisco County,75,12202,1,"Block Group 1, Census Tract 122.02, San Francisco County, California",3443,2555,1252,461,13,600,12,0,217,0,217,888,395,0,30,12,0,440,11,11,0,36719
G06007500123011,San Francisco County,75,12301,1,"Block Group 1, Census Tract 123.01, San Francisco County, California",1194,656,270,141,9,225,0,0,11,0,11,538,321,13,0,0,0,204,0,0,0,17344
G06007500123012,San Francisco County,75,12301,2,"Block Group 2, Census Tract 123.01, San Francisco County, California",930,799,360,66,24,314,0,0,35,0,35,131,97,34,0,0,0,0,0,0,0,17340
G06007500123021,San Francisco County,75,12302,1,"Block Group 1, Census Tract 123.02, San Francisco County, California",1382,1076,640,63,0,348,0,0,25,0,25,306,145,0,0,0,0,152,9,9,0,64688
G06007500123022,San Francisco County,75,12302,2,"Block Group 2, Census Tract 123.02, San Francisco County, California",1125,990,419,56,0,423,0,9,83,0,83,135,24,0,0,0,7,79,25,16,9,28992
G06007500124011,San Francisco County,75,12401,1,"Block Group 1, Census Tract 124.01, San Francisco County, California",2494,2041,805,209,0,898,20,13,96,0,96,453,129,4,42,44,0,176,58,58,0,19231
G06007500124012,San Francisco County,75,12401,2,"Block Group 2, Census Tract 124.01, San Francisco County, California",2492,1694,706,322,3,537,29,17,80,15,65,798,374,8,0,0,0,370,46,22,24,26417
G06007500124021,San Francisco County,75,12402,1,"Block Group 1, Census Tract 124.02, San Francisco County, California",1143,729,375,106,0,208,0,6,34,0,34,414,166,0,0,0,0,234,14,14,0,40698
